"","State","GovUnit","Type","SolidWasteTons","RecyclingTons","DivertedYardWaste","DisposedYardWaste","UncatYardWaste","FoodWaste","Households","HHServedTrash","HHServedRecycling","HHServedYard","TrashServiceType","RecyclingServiceType","YardWasteServiceType","FoodService","ProvideTrashCart","ProvRecycleBinorCart","ProvideCompostBins","EnforceRecycling","RecyclingEnforcePersonnel","Private Hauler regulations that require recycling","SwapShop","PropertyTax","AnnualFee","TransferStationAccessFee","Per-VisitFee","PAYT/SMART","TipFee","CurbsideFee","DropoffFee","PerHouseCharge","Population","PopulationDensity","MedIncome","AvgIncome","Gini","PctLessHS","PctHS","PctBachelororMore"
"392","NC","BLADENBORO","Municipality",703.9,NA,NA,NA,NA,NA,849,881,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1637,738.976391187156,43783,49192,0.4678,16.3,69.5,14.1
"393","NC","BLOWING ROCK","Municipality",2153.46,219.65,110,0,NA,NA,618,2060,2060,NA,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1371,423.073354095123,83333,110378,0.4327,3.3,34.9,61.8
"394","NC","BOARDMAN","Municipality",NA,NA,NA,NA,NA,NA,125,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,165,53.4289568146144,49250,51637,0.2608,18.2,75.2,6.6
"395","NC","BOGUE","Municipality",NA,NA,NA,NA,NA,NA,340,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,694,252.696402539685,76528,83939,0.3124,7.9,75.7,16.4
"396","NC","BOILING SPRING LAKES","Municipality",NA,NA,NA,NA,NA,NA,2574,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,5980,248.208800896628,51742,58914,0.3955,3.6,83.8,12.4
"397","NC","BOILING SPRINGS","Municipality",255,244,200,0,0,NA,1166,1460,1360,1400,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4624,1032.00986484781,73457,82736,0.4283,8.6,46,45.4
"398","NC","BOLIVIA","Municipality",NA,NA,NA,NA,NA,NA,68,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,150,235.75537433392,32500,44894,0.3794,11.2,53.7,35.1
"399","NC","BOLTON","Municipality",346.5,NA,NA,NA,NA,NA,246,225,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,515,142.963729565477,42333,51429,0.3886,25.3,70.9,3.9
"400","NC","BOONE","Municipality",1872.02,2590.95,460.09,0,-5,NA,6005,2518,2518,2518,-1,0,-1,1,0,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,19046,3017.62074534083,25535,48923,0.602,12.7,39.2,48.1
"401","NC","BOONVILLE","Municipality",429.59,71.39,24.57,0,0,NA,616,477,477,477,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,1184,987.268856535129,52500,57090,0.393,7,71.2,21.6
"402","NC","BOSTIC","Municipality",78.04,NA,NA,NA,NA,NA,147,118,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,354,379.575459027844,34107,55314,0.4757,16.3,71.7,12
"403","NC","BREVARD","Municipality",3135,714,2912,0,0,NA,3549,2968,2968,2968,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,7727,1444.3354843462,37878,59656,0.4697,8.7,56.5,34.9
"404","NC","BRIDGETON","Municipality",NA,216,NA,NA,NA,NA,156,NA,212,0,NA,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,348,170.040250587414,46667,61676,0.4195,7.4,59.8,32.9
"405","NC","BROADWAY","Municipality",587.6,119.25,NA,NA,94.9,NA,620,685,685,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1273,983.632609164218,56154,97002,0.5173,16.3,59.2,24.5
"406","NC","BROOKFORD","Municipality",250.6,NA,NA,NA,NA,NA,194,156,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,443,694.748975533415,38214,46352,0.412,15.1,79,5.9
"407","NC","BRUNSWICK","Municipality",87.98,NA,0,74.09,0,NA,202,209,0,209,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,971,1619.92080690854,16813,30515,0.4693,23.4,73,3.7
"408","NC","BRYSON CITY","Municipality",NA,NA,NA,NA,NA,NA,724,675,675,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1555,712.103222070624,35357,51695,0.4474,19.6,53,27.4
"409","NC","BUNN","Municipality",NA,30.5,NA,NA,NA,NA,205,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,329,609.721622522473,44750,45702,0.3505,12.8,67.3,19.9
"410","NC","BURGAW","Municipality",1092,430.74,NA,NA,1464.5,NA,1318,1225,1225,1225,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,3700,780.819472952177,47302,53493,0.423,22,56.9,21.1
"411","NC","BURLINGTON","Municipality",18314.83,3361.31,NA,NA,9055.06,NA,22739,18244,18244,18244,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,57493,1909.99699025043,45587,64544,0.4826,16.6,57.2,26.3
"412","NC","BURNSVILLE","Municipality",443.02,76.24,NA,NA,121,NA,832,640,640,640,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1616,1009.79652323403,33222,58253,0.5601,12.6,66.3,20.9
"413","NC","BUTNER","Municipality",NA,95.62,NA,NA,NA,NA,2790,NA,2767,0,NA,1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,8401,598.954809539807,60448,65934,0.3446,19.6,60.4,20.1
"414","NC","CALABASH","Municipality",NA,94,NA,NA,180.4,NA,959,1135,1135,1135,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,2023,459.69873323923,36936,44691,0.4247,15.8,63.1,21.1
"415","NC","CALYPSO","Municipality",266.18,18.24,0,84.32,2.94000000000001,NA,273,246,198,204,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,324,323.644503034789,41850,52274,0.3484,19.8,73.5,6.7
"416","NC","CAMERON","Municipality",185.12,NA,0,10,0,NA,162,150,0,150,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,245,202.111964912367,60729,64343,0.315,6.2,66.6,27.1
"417","NC","CANDOR","Municipality",NA,NA,NA,NA,NA,NA,369,367,0,NA,0,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,812,400.961196636309,41705,47497,0.3263,38.1,46.6,15.3
"418","NC","CANTON","Municipality",1114.87,138.18,260,0,0,NA,1743,1866,830,1866,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4424,1189.06117557252,47899,59217,0.3982,20.2,68.6,11.1
"419","NC","CAPE CARTERET","Municipality",NA,152.75,NA,NA,235,NA,1082,1102,1102,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,2220,879.708458472224,78056,84755,0.379,2.8,61.5,35.6
"420","NC","CAROLINA BEACH","Municipality",6259.83,1418.03,0,432.9,-276.9,NA,2799,4828,4828,4828,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,6565,2677.45377543123,68773,94562,0.4644,3.4,53.2,43.4
"421","NC","CAROLINA SHORES","Municipality",NA,170.64,616.25,0,0,NA,2253,2450,2450,2450,1,1,1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,4616,1718.90430707812,57454,70473,0.3702,3.4,72.9,23.7
"422","NC","CARRBORO","Municipality",6778.7,NA,2093.74,0,0,NA,8954,9240,0,4387,-1,NA,-1,1,1,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,0,NA,NA,1,21344,3296.16526517294,67469,91117,0.4759,4.5,25.9,69.7
"423","NC","CARTHAGE","Municipality",NA,13.12,NA,NA,182,NA,1022,1214,1214,1214,-1,1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2789,419.642945341539,41731,56451,0.4303,8.6,72.2,19.2
"424","NC","CARY","Municipality",39671,13084,20740,0,0,NA,63519,53580,53580,53580,-1,0,-1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,175635,2965.15208006271,107463,135850,0.4169,3.7,27.8,68.5
"425","NC","CASAR","Municipality",NA,NA,NA,NA,NA,NA,110,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,306,174.814878269754,48125,61661,0.5117,15,72,12.9
"426","NC","CASTALIA","Municipality",60.21,11.86,NA,NA,NA,NA,121,119,119,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,264,350.744731248464,32292,48755,0.4389,15.7,71.2,13
"427","NC","CASWELL BEACH","Municipality",152,175,NA,NA,1000.2,NA,235,628,628,628,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,397,133.71226818119,122813,139028,0.4212,0.2,44.7,55.1
"428","NC","CATAWBA","Municipality",403.32,41.76,NA,NA,1,NA,298,281,293,293,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,703,158.583839605798,38750,41272,0.4707,18.9,74,7.1
"429","NC","CEDAR POINT","Municipality",654.35,122.19,NA,NA,160,NA,827,819,819,819,0,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1761,791.82899541519,79875,108350,0.4455,4.1,51.3,44.6
"430","NC","CEDAR ROCK","Municipality",106.37,NA,NA,NA,NA,NA,NA,135,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,301,263.862739299107,NA,NA,NA,NA,NA,NA
"431","NC","CERRO GORDO","Municipality",24,NA,NA,NA,NA,NA,167,96,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,130,164.609625693006,NA,32404,0.6359,15.5,71.9,12.6
"432","NC","CHADBOURN","Municipality",454.31,1.89,278.04,0,0,NA,764,830,830,830,-1,1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1562,600.453762539853,23750,39676,0.5391,20.5,71.8,7.8
"433","NC","CHAPEL HILL","Municipality",12957,NA,6280,0,0,NA,19856,12495,0,12210,-1,NA,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,1,0,NA,NA,0,62080,2876.75704298409,75249,125312,0.5483,3.6,19.6,76.9
"434","NC","CHARLOTTE","Municipality",340756.95,50189,52042.67,0,0,NA,338985,366100,366100,224062,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,876694,2843.77703424793,65359,98462,0.4974,10.6,44.6,44.7
"435","NC","CHERRYVILLE","Municipality",3355.32,203,NA,NA,NA,NA,2394,2700,2700,NA,-1,1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,6096,1104.2734728809,49420,60123,0.4157,11.3,67.8,20.8
"436","NC","CHINA GROVE","Municipality",2014.61,NA,NA,NA,NA,NA,2011,1928,0,NA,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,4456,1246.77349537591,38710,60638,0.5041,23.7,61.2,15
"437","NC","CHOCOWINITY","Municipality",315.07,NA,NA,NA,269.4,NA,609,450,0,442,-1,NA,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,720,714.88019507333,26996,38104,0.4216,10.1,82,7.8
"438","NC","CLAREMONT","Municipality",587.65,108.99,5,0,0,NA,817,689,677,677,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1695,595.005517921471,54830,69928,0.4038,8.3,71,20.7
"439","NC","CLARKTON","Municipality",NA,NA,NA,NA,NA,NA,337,550,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,610,489.698659059188,17875,33116,0.5171,13,74.9,12
"440","NC","CLAYTON","Municipality",8111.02,1986.35,777,0,-0.32000000000005,NA,8337,9072,9055,9072,-1,-1,-1,1,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,26517,1739.53163730616,61954,80571,0.4351,6.3,63,30.7
"441","NC","CLEMMONS","Municipality",5142.3,1378.86,5978,0,0,NA,NA,6992,6187,3360,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,21202,1783.33958972258,NA,NA,NA,NA,NA,NA
"442","NC","CLEVELAND","Municipality",339.89,44.37,NA,NA,NA,NA,425,328,215,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,848,552.519120988236,48750,53874,0.3635,12.1,65.3,22.6
"443","NC","CLINTON","Municipality",8782,160.49,1281,0,0.660000000000082,NA,3125,3800,2909,3800,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,8357,1095.28418131322,33679,60275,0.5672,20.1,57.2,22.8
"444","NC","CLYDE","Municipality",825,78.19,79,0,0,NA,577,569,512,569,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1369,1577.67996182303,57721,62070,0.3555,6.3,72.8,21
"445","NC","COATS","Municipality",739.12,146.77,0,330.81,0,NA,1093,1019,1019,1019,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,2159,1528.28720284441,39659,44729,0.3843,20.3,65.3,14.3
"446","NC","COFIELD","Municipality",132.59,2.08,NA,NA,NA,NA,NA,124,124,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,264,84.0566159261809,NA,NA,NA,NA,NA,NA
"447","NC","COLERAIN","Municipality",120,NA,NA,NA,70,NA,114,125,0,125,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,216,821.640015075806,64722,105039,0.4399,3.9,79,17.2
"448","NC","COLUMBIA","Municipality",NA,NA,NA,NA,NA,NA,342,0,0,0,NA,NA,NA,0,0,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,590,485.663002510483,17024,28266,0.4368,27.5,65.2,7.3
"449","NC","COLUMBUS","Municipality",360.67,72.18,52.1,82,0,NA,542,701,423,701,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1055,280.831821452291,43125,52086,0.4366,15.3,63,21.6
"450","NC","COMO","Municipality",NA,NA,NA,NA,NA,NA,42,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,66,20.9828105973868,35000,46426,0.4136,7.4,86.2,6.3
"451","NC","CONCORD","Municipality",36427,5480,10347,0,0,NA,33059,35094,35094,35094,-1,-1,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,105936,1668.84100912529,70973,95822,0.4623,10.9,50.8,38.3
"452","NC","CONETOE","Municipality",NA,NA,29.74,0,0,NA,147,116,0,116,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,197,547.899001474479,31589,41510,0.3071,10,86,4
"453","NC","CONNELLY SPRINGS","Municipality",705.93,15.1,NA,NA,NA,NA,894,819,819,0,-1,1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1525,305.586245751773,44625,73987,0.5069,20.2,68.2,11.4
"454","NC","CONOVER","Municipality",3099.68,461.57,1173.34,0,208,NA,3362,3060,1903,3060,-1,0,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,8437,755.258661892696,48989,67147,0.4374,15,64.4,20.6
"455","NC","CONWAY","Municipality",NA,NA,NA,NA,NA,NA,275,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,742,406.875959160753,38203,55520,0.5308,14.9,66.9,18.2
"456","NC","COOLEEMEE","Municipality",327.56,NA,NA,NA,NA,NA,387,455,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,942,1252.11573720045,46250,56704,0.4217,13.6,70.4,16
"457","NC","CORNELIUS","Municipality",9624.08,2003.08,2012.97,0,0,NA,12363,10542,10542,10542,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,31489,2492.01722571613,90377,140643,0.5136,3.2,42.3,54.4
"458","NC","COVE CITY","Municipality",NA,NA,NA,NA,NA,NA,238,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,377,591.217296700556,47857,64293,0.4301,18,61.4,20.4
"459","NC","CRAMERTON","Municipality",2141,906,469,0,0,NA,1757,2097,2085,1875,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,5312,1377.21953169924,87927,106051,0.396,4.7,56.6,38.7
"460","NC","CREEDMOOR","Municipality",1476.13,236.44,48.46,0,0,NA,1657,1643,1639,1643,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4869,910.785490489371,78119,80441,0.3305,9.6,55,35.3
"461","NC","CRESWELL","Municipality",NA,NA,NA,NA,NA,NA,89,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,206,363.99143313965,25875,65125,0.6649,9.8,79.6,10.6
"462","NC","CROSSNORE","Municipality",NA,NA,NA,NA,NA,NA,19,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,212,473.514916101892,79375,73742,0.2042,0,76.3,23.7
"463","NC","DALLAS","Municipality",3444,NA,NA,NA,NA,NA,1673,2283,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,5945,2023.62898912167,46189,58637,0.4482,21,66,13.1
"464","NC","DANBURY","Municipality",50.97,9.64,NA,NA,0,NA,60,59,59,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,189,252.003254032091,85909,74307,0.2593,11.5,47.3,41.2
"465","NC","DAVIDSON","Municipality",3408.58,899.85,432.3,0,0,NA,4473,4491,4491,4491,-1,0,-1,1,1,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,15140,2404.91762668488,131144,164400,0.4322,2.7,23.4,73.9
"466","NC","DENTON","Municipality",426.48,121.32,NA,NA,141.75,NA,584,807,807,NA,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1496,711.434596353942,35250,46846,0.4204,20,64.4,15.6
"467","NC","DILLSBORO","Municipality",NA,NA,NA,NA,NA,NA,114,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,213,445.482664957335,48000,53050,0.4222,3,44.4,52.6
"468","NC","DOBBINS HEIGHTS","Municipality",NA,NA,15.93,0,0,NA,425,822,0,822,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,684,774.83945676015,19583,31170,0.4986,20.1,71.9,7.9
"469","NC","DOBSON","Municipality",NA,NA,NA,NA,NA,NA,594,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1462,719.950682769402,46957,63492,0.4934,13.9,62.8,23.4
"470","NC","DORTCHES","Municipality",NA,NA,NA,NA,NA,NA,351,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1083,133.889312154739,63942,88717,0.4407,10.1,65,24.9
"471","NC","DOVER","Municipality",NA,NA,NA,NA,NA,NA,130,NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,348,362.679792489647,40000,45248,0.3672,29.3,58.7,12.1
"472","NC","DREXEL","Municipality",889,24.1,NA,NA,2.36,NA,744,939,939,939,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1756,1270.91080207794,57609,61848,0.3671,11,69,20.1
"473","NC","DUBLIN","Municipality",NA,NA,0,8.22,0,NA,136,241,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,265,608.971534968001,40375,57851,0.4414,2.3,90.5,7.3
"474","NC","DUCK","Municipality",4344.65,543,NA,NA,NA,NA,289,2272,2320,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,744,308.004820479659,107083,141160,0.4688,3.3,37.4,59.3
"475","NC","DUNN","Municipality",3013.17,381.22,556.54,1173.81,-556.54,NA,4133,3823,3821,3531,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,8463,1231.94864992304,34464,48570,0.4655,14,66.9,19.2
"476","NC","DURHAM","Municipality",169048.58,21165.05,13598.73,0,0,NA,114420,78668,78668,22656,-1,0,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,284317,2520.74668315231,61962,85619,0.4602,10.3,38.5,51.2
"477","NC","EARL","Municipality",NA,NA,NA,NA,NA,NA,142,100,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,199,231.044514611847,36951,48467,0.3426,10.1,86.3,3.4
"478","NC","EAST ARCADIA","Municipality",NA,NA,NA,NA,NA,NA,231,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,415,184.732671472442,42852,43152,0.3995,11.6,67.6,20.8
"479","NC","EAST BEND","Municipality",197.06,23,NA,NA,NA,NA,232,294,294,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,634,484.51489184486,63750,71444,0.3309,12,72.1,15.9
"480","NC","EAST LAURINBURG","Municipality",180,0,NA,NA,12.76,NA,132,336,124,336,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,233,1212.97263718772,23846,35705,0.5064,23.6,73.5,2.9
"481","NC","EAST SPENCER","Municipality",NA,NA,NA,NA,NA,NA,641,NA,0,NA,NA,NA,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1571,745.710438806704,36250,49089,0.4594,13.3,75.5,11.3
"482","NC","EASTOVER","Municipality",NA,NA,NA,NA,NA,NA,1388,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3657,322.825565471014,55174,66782,0.4127,3.8,67.5,28.7
"483","NC","EDEN","Municipality",7739.75,69.68,NA,NA,4000,NA,6474,6000,1800,6000,-1,1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,15433,1086.97394904151,39083,50176,0.4411,17.6,66.5,15.7
"484","NC","EDENTON","Municipality",3803.4,NA,NA,NA,748.338,NA,2126,2195,0,2195,-1,NA,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,4454,828.703969884282,40711,51456,0.54,16,58.3,25.8
"485","NC","ELIZABETH CITY","Municipality",7095.02,882.69,656.71,1967.83,0,NA,6405,7980,7980,7980,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,18651,1593.11749483669,43024,60048,0.4562,11.9,61.4,26.7
"486","NC","ELIZABETHTOWN","Municipality",2667.48,263.18,1020.23,0,0,NA,1495,1522,1522,1522,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3275,646.081517221887,21900,40043,0.5183,22.1,49.7,28.2
"487","NC","ELK PARK","Municipality",110,NA,NA,NA,NA,NA,237,345,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,540,781.945715051993,40272,44561,0.4084,14.2,76.8,9
"488","NC","ELKIN","Municipality",NA,172.33,NA,NA,NA,NA,1489,1380,1380,1380,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4121,607.957720494333,48079,65423,0.5292,22.2,59.3,18.4
"489","NC","ELLENBORO","Municipality",361.78,34.66,NA,NA,NA,NA,283,297,294,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,721,569.874368681408,39453,48530,0.3841,19.6,68.8,11.5
"490","NC","ELLERBE","Municipality",600,0.48,291,0,0,NA,489,442,442,442,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,860,653.773826460615,32438,50499,0.4588,26.9,57.6,15.5
"491","NC","ELM CITY","Municipality",493.89,43.83,NA,NA,NA,NA,625,621,606,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,1216,565.442629713272,37721,44701,0.4099,19.6,63.6,16.7
"492","NC","ELON","Municipality",NA,387.48,NA,NA,1050,NA,3367,2214,2214,2214,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,11359,2798.70540321616,69085,83754,0.4294,6.7,40.2,53
"493","NC","EMERALD ISLE","Municipality",3994.14,779.56,3358,0,0,NA,1708,6735,6735,6735,-1,-1,-1,0,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3840,779.971904033277,84457,110890,0.4317,2.7,49.1,48.2
"494","NC","ENFIELD","Municipality",NA,NA,NA,NA,NA,NA,978,764,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1856,1426.70396781211,21774,31637,0.4839,28.7,64.9,6.3
"495","NC","ERWIN","Municipality",2167,106,0,1132.26,0,NA,1776,2156,2156,2156,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,1,1,NA,NA,1,4551,1079.51633291015,41702,55854,0.4329,15.5,73.8,10.7
